entity,label,definition,variables,parent_label,parent_IRI
http://purl.obolibrary.org/obo/EUPATH_0041168,Relationship to study intervention,Collected for adverse events and severe adverse events.,227plate300::aerelproc; 126plate200::aerelation; 226plate300::aerelation; ext mgmt bv aed st::relation; ext bv sae st::saerlt,Adverse events,http://purl.obolibrary.org/obo/OAE_0000001
http://purl.obolibrary.org/obo/EUPATH_0041169,Serious adverse event,Indicates if the adverse event was considered a serious adverse event.,126plate200::aesae; 226plate300::aesae; 227plate300::aeser; ext mgmt bv aed st::saeyes; ext bv sae st::saeyes,Adverse events,http://purl.obolibrary.org/obo/OAE_0000001
http://purl.obolibrary.org/obo/EUPATH_0041170,Adverse event duration (days),,aeduration,Adverse events,http://purl.obolibrary.org/obo/OAE_0000001
http://purl.obolibrary.org/obo/EUPATH_0041171,Concomitant medication duration (days),,conmedduration,Concomitant medications,http://purl.obolibrary.org/obo/EUPATH_0041151
http://purl.obolibrary.org/obo/EUPATH_0041172,Adverse event start date unknown,Adverse events without a known start date were give the start date of 01 January 1900.,226plate300::aestdtunknown; 227plate300::aestdtunknown,Adverse events,http://purl.obolibrary.org/obo/OAE_0000001
http://purl.obolibrary.org/obo/EUPATH_0041173,Concomitant medication start date unknown,Concomitant medications without a known start date were given the start date of 01 January 1900.,226plate400::conmedstdtunknown; 126plate100::conmedstdtunknown,Concomitant medications,http://purl.obolibrary.org/obo/EUPATH_0041151
http://purl.obolibrary.org/obo/EUPATH_0041174,"Gastrointestinal, hepatic, spleen condition start date unknown","If yes, indicates that the date is either completely unknown and missing from the corresponding date variable or is partially known. For partial dates where the month and year are known, a day has been assigned. For partial dates where only the year is known, a day in late June or early July of that year has been assigned.",gastrohep st dt unknown,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098
http://purl.obolibrary.org/obo/EUPATH_0041175,"Gastrointestinal, hepatic, spleen condition end date unknown","If yes, indicates that the date is either completely unknown and missing from the corresponding date variable or is partially known. For partial dates where the month and year are known, a day has been assigned. For partial dates where only the year is known, a day in late June or early July of that year has been assigned.",gastrohep end dt unknown,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098
http://purl.obolibrary.org/obo/EUPATH_0041176,Musculoskeletal condition start date unknown,"If yes, indicates that the date is either completely unknown and missing from the corresponding date variable or is partially known. For partial dates where the month and year are known, a day has been assigned. For partial dates where only the year is known, a day in late June or early July of that year has been assigned.",musc st dt unknown,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098
http://purl.obolibrary.org/obo/EUPATH_0041177,"Head, ears, eyes, nose, and throat condition start date unknown","If yes, indicates that the date is either completely unknown and missing from the corresponding date variable or is partially known. For partial dates where the month and year are known, a day has been assigned. For partial dates where only the year is known, a day in late June or early July of that year has been assigned.",heent st dt unknown,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098
http://purl.obolibrary.org/obo/EUPATH_0041178,"Head, ears, eyes, nose, and throat condition end date unknown","If yes, indicates that the date is either completely unknown and missing from the corresponding date variable or is partially known. For partial dates where the month and year are known, a day has been assigned. For partial dates where only the year is known, a day in late June or early July of that year has been assigned.",heent end dt unknown,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098
http://purl.obolibrary.org/obo/EUPATH_0041179,Respiratory condition start date unknown,"If yes, indicates that the date is either completely unknown and missing from the corresponding date variable or is partially known. For partial dates where the month and year are known, a day has been assigned. For partial dates where only the year is known, a day in late June or early July of that year has been assigned.",pulresp st dt unknown,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098
http://purl.obolibrary.org/obo/EUPATH_0041180,Respiratory condition end date unknown,"If yes, indicates that the date is either completely unknown and missing from the corresponding date variable or is partially known. For partial dates where the month and year are known, a day has been assigned. For partial dates where only the year is known, a day in late June or early July of that year has been assigned.",pulresp end dt unknown,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098
http://purl.obolibrary.org/obo/EUPATH_0041181,Cardiovascular condition end date unknown,"If yes, indicates that the date is either completely unknown and missing from the corresponding date variable or is partially known. For partial dates where the month and year are known, a day has been assigned. For partial dates where only the year is known, a day in late June or early July of that year has been assigned.",cardio end dt unknown,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098
http://purl.obolibrary.org/obo/EUPATH_0041182,Genitourinary condition start date unknown,"If yes, indicates that the date is either completely unknown and missing from the corresponding date variable or is partially known. For partial dates where the month and year are known, a day has been assigned. For partial dates where only the year is known, a day in late June or early July of that year has been assigned.",genitorenal st dt unknown,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098
http://purl.obolibrary.org/obo/EUPATH_0041183,Skin condition start date unknown,"If yes, indicates that the date is either completely unknown and missing from the corresponding date variable or is partially known. For partial dates where the month and year are known, a day has been assigned. For partial dates where only the year is known, a day in late June or early July of that year has been assigned.",skinderm st dt unknown,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098
http://purl.obolibrary.org/obo/EUPATH_0041184,"Hematological, lymphatic condition start date unknown","If yes, indicates that the date is either completely unknown and missing from the corresponding date variable or is partially known. For partial dates where the month and year are known, a day has been assigned. For partial dates where only the year is known, a day in late June or early July of that year has been assigned.",hemlymph st dt unknown,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098
http://purl.obolibrary.org/obo/EUPATH_0041185,Neurological condition start date unknown,"If yes, indicates that the date is either completely unknown and missing from the corresponding date variable or is partially known. For partial dates where the month and year are known, a day has been assigned. For partial dates where only the year is known, a day in late June or early July of that year has been assigned.",neuro st dt unknown,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098
http://purl.obolibrary.org/obo/EUPATH_0041186,Psychological condition start date unknown,"If yes, indicates that the date is either completely unknown and missing from the corresponding date variable or is partially known. For partial dates where the month and year are known, a day has been assigned. For partial dates where only the year is known, a day in late June or early July of that year has been assigned.",psych st dt unknown,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098
http://purl.obolibrary.org/obo/EUPATH_0041187,Other condition start date unknown,"If yes, indicates that the date is either completely unknown and missing from the corresponding date variable or is partially known. For partial dates where the month and year are known, a day has been assigned. For partial dates where only the year is known, a day in late June or early July of that year has been assigned.",otherhx st dt unknown,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098
http://purl.obolibrary.org/obo/EUPATH_0041188,"Other condition start date unknown, 2","If yes, indicates that the date is either completely unknown and missing from the corresponding date variable or is partially known. For partial dates where the month and year are known, a day has been assigned. For partial dates where only the year is known, a day in late June or early July of that year has been assigned.",otherhx st dt.1 unknown,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098
http://purl.obolibrary.org/obo/EUPATH_0042001,Labor and delivery,,,Obstetrics,http://purl.obolibrary.org/obo/EUPATH_0042002
http://purl.obolibrary.org/obo/EUPATH_0042002,Obstetrics,,,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738
http://purl.obolibrary.org/obo/EUPATH_0042003,Obstetric symptoms,,,Pregnancy,http://purl.obolibrary.org/obo/EUPATH_0042004
http://purl.obolibrary.org/obo/EUPATH_0042004,Pregnancy,,,Obstetrics,http://purl.obolibrary.org/obo/EUPATH_0042002
http://purl.obolibrary.org/obo/EUPATH_0042006,Time since last IRS (months),,BC3 Household Survey Data::tspray,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341
http://purl.obolibrary.org/obo/EUPATH_0042007,Last IRS source,,BC3 Household Survey Data::wspray,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341
http://purl.obolibrary.org/obo/EUPATH_0042008,Received IRS message in last 12 months,Whether any message about spraying was seen or heard in the last 12 months,BC3 Household Survey Data::mspray,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341
http://purl.obolibrary.org/obo/EUPATH_0042009,IRS message in last 12 months,The type of message about spraying that was seen or heard in the last 12 months,,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341
http://purl.obolibrary.org/obo/EUPATH_0042010,Radio,,BC3 Household Survey Data::msga,IRS message in last 12 months,http://purl.obolibrary.org/obo/EUPATH_0042009
http://purl.obolibrary.org/obo/EUPATH_0042011,TV,,BC3 Household Survey Data::msgb,IRS message in last 12 months,http://purl.obolibrary.org/obo/EUPATH_0042009
http://purl.obolibrary.org/obo/EUPATH_0042012,Newspaper or leaflet,,BC3 Household Survey Data::msgc,IRS message in last 12 months,http://purl.obolibrary.org/obo/EUPATH_0042009
http://purl.obolibrary.org/obo/EUPATH_0042013,Health worker or community medicine distributor,,BC3 Household Survey Data::msgd,IRS message in last 12 months,http://purl.obolibrary.org/obo/EUPATH_0042009
http://purl.obolibrary.org/obo/EUPATH_0042014,"Neighbour, relative, or friend",,BC3 Household Survey Data::msge,IRS message in last 12 months,http://purl.obolibrary.org/obo/EUPATH_0042009
http://purl.obolibrary.org/obo/EUPATH_0042015,Community leader,,BC3 Household Survey Data::msgf,IRS message in last 12 months,http://purl.obolibrary.org/obo/EUPATH_0042009
http://purl.obolibrary.org/obo/EUPATH_0042016,Village public adress system,,BC3 Household Survey Data::msgg,IRS message in last 12 months,http://purl.obolibrary.org/obo/EUPATH_0042009
http://purl.obolibrary.org/obo/EUPATH_0042017,Don't know,,BC3 Household Survey Data::msgh,IRS message in last 12 months,http://purl.obolibrary.org/obo/EUPATH_0042009
http://purl.obolibrary.org/obo/EUPATH_0042018,Other,,BC3 Household Survey Data::msgi,IRS message in last 12 months,http://purl.obolibrary.org/obo/EUPATH_0042009
http://purl.obolibrary.org/obo/EUPATH_0042019,Room entryways count,,BC3 Household Survey Data::srentry,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303
http://purl.obolibrary.org/obo/EUPATH_0042020,Room windows count,,BC3 Household Survey Data::srwindow,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303
http://purl.obolibrary.org/obo/EUPATH_0042021,Eaves covered,,BC3 Household Survey Data::eavescov,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303
http://purl.obolibrary.org/obo/EUPATH_0042022,Eaves open to outside,,BC3 Household Survey Data::eavesopn,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303
http://purl.obolibrary.org/obo/EUPATH_0042023,Air bricks covered,,BC3 Household Survey Data::airbrcov,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303
http://purl.obolibrary.org/obo/EUPATH_0042024,Air bricks open to outside,,BC3 Household Survey Data::airbropn,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303
http://purl.obolibrary.org/obo/EUPATH_0042025,Bed type,,BC3 Household Survey Data::sleep,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303
http://purl.obolibrary.org/obo/EUPATH_0042026,People sleeping in same room (count),Number of people who normally sleep in the same room as the study participant,BC3 Household Survey Data::srslnum,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304
http://purl.obolibrary.org/obo/EUPATH_0042027,Children under 5 sleeping in same room (count),Number of children under 5 years old who normally sleep in the same room as the study participant,BC3 Household Survey Data::srslnum5,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304
http://purl.obolibrary.org/obo/EUPATH_0042028,Sleeping places in same room (count),Number of sleeping places in the room the study participant sleeps in,BC3 Household Survey Data::slareas,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304
http://purl.obolibrary.org/obo/EUPATH_0042029,People sleeping in same bed (count),Number of people who normally sleep in the same bed as the study participant,BC3 Household Survey Data::saslnum,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304
http://purl.obolibrary.org/obo/EUPATH_0042030,Children under 5 sleeping in same bed (count),Number of children under 5 years old who normally sleep in the same bed as the study participant,BC3 Household Survey Data::saslnum5,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304
http://purl.obolibrary.org/obo/EUPATH_0042031,Bednet before enrollment,,BC3 Household Survey Data::bednet,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341
http://purl.obolibrary.org/obo/EUPATH_0042033,Study drug administration date,,BC-3 mothers expanded database FINAL::studydrugdate,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307
http://purl.obolibrary.org/obo/EUPATH_0042034,Obstetric birth date,Birth date for the participant's first pregnancy before joining the study; Date of Birth,BC-3 enrollment database FINAL::dob; BC-3 mothers delivery database FINAL::ldate7; BC-3 mothers delivery database FINAL::ldate6; BC-3 mothers delivery database FINAL::ldate5; BC-3 mothers delivery database FINAL::ldate4; BC-3 mothers delivery database FINAL::ldate3; BC-3 mothers delivery database FINAL::ldate2; BC-3 mothers delivery database FINAL::ldate1,Obstetric history,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000225
